taxonomy	UCS.0002.UA_S1_L001	UCS.0002.UA_S1_L002	UCS.0007.UA_S2_L001	UCS.0007.UA_S2_L002	UCS.0010.UA_S3_L001	UCS.0010.UA_S3_L002	UCS.0016.UA_S4_L001	UCS.0016.UA_S4_L002	UCS.0018.UA_S5_L001	UCS.0018.UA_S5_L002	UCS.0020.BAL_S12_L001	UCS.0020.BAL_S12_L002	UCS.0025.BAL_S8_L001	UCS.0025.BAL_S8_L002	UCS.0040.BKG_S16_L001	UCS.0040.BKG_S16_L002	UCS.0047.BAL_S7_L001	UCS.0047.BAL_S7_L002	UCS.0064.BAL_S6_L001	UCS.0064.BAL_S6_L002	UCS.0069.BKG_S17_L001	UCS.0069.BKG_S17_L002	UCS.0070.BKG_S18_L001	UCS.0070.BKG_S18_L002	UCS.0081.BAL_S9_L001	UCS.0081.BAL_S9_L002	UCS.0085.BKG_S20_L001	UCS.0085.BKG_S20_L002	UCS.0136.BKG_S19_L001	UCS.0136.BKG_S19_L002	UCS.0147.BAL_S11_L001	UCS.0147.BAL_S11_L002	UCS.0163.BAL_S10_L001	UCS.0163.BAL_S10_L002	UCS.0191.BAL_S13_L001	UCS.0191.BAL_S13_L002	UCS.0192.BAL_S14_L001	UCS.0192.BAL_S14_L002	UCS.0194.BAL_S15_L001	UCS.0194.BAL_S15_L002
Halobacillus mangrovi	1	3	6	3	44	46	133	110	2	9	2	2	5	10	75	56	0	1	0	1	128	104	63	76	1	1	81	45	35	25	0	1	1	3	1	5	0	0	2	1
Aeribacillus pallidus	3	3	5	7	6	5	77	78	1	7	3	3	30	39	3113	2957	0	1	10	4	4027	4072	3314	3151	2	4	2291	2007	1125	1024	0	4	3	10	1	3	2	1	2	2
Salimicrobium jeotgali	2	0	1	9	11	12	196	211	0	0	1	0	17	13	42	32	0	2	2	2	70	81	43	39	0	1	32	22	20	17	1	0	0	1	0	0	0	0	2	1
Paraliobacillus sp. X-1125	1	3	4	14	17	8	155	131	6	9	2	4	10	12	61	80	1	3	2	2	94	72	62	63	3	1	52	36	24	37	0	1	3	5	2	6	2	1	0	3
Terribacillus goriensis	1	2	2	4	12	17	86	97	0	1	1	1	28	36	50	43	1	2	0	1	37	58	50	54	0	0	41	25	17	15	3	1	1	0	1	2	0	0	2	0
Sporosarcina ureae	233	206	406	367	189	203	972	880	182	159	151	146	232	199	478	412	114	127	215	204	771	758	375	312	189	188	412	352	216	174	151	141	215	204	373	348	153	146	182	178
Sporosarcina sp. PTS2304	5	1	3	6	2	0	215	213	22	8	1	4	12	11	52	48	0	1	1	2	78	107	78	61	1	0	59	41	23	22	0	1	2	2	0	0	0	0	2	1
Sporosarcina pasteurii	2	3	3	9	3	5	72	84	0	1	0	4	23	13	32	26	0	1	0	1	39	42	25	29	2	0	9	19	5	10	1	1	1	3	0	4	0	0	1	1
Sporosarcina psychrophila	2	2	1	6	2	8	103	64	3	5	2	1	18	18	25	19	3	2	4	4	56	52	33	24	5	1	26	18	6	11	2	4	3	2	3	4	3	5	5	9
Planococcus sp. MB-3u-03	11	16	27	31	26	34	125	125	26	23	3	4	23	24	161	154	7	9	5	8	220	207	172	188	7	5	96	100	68	46	5	2	10	6	14	18	5	1	4	5
Planococcus halocryophilus	4	5	47	21	6	2	223	209	0	1	0	2	18	18	39	30	0	1	1	1	58	42	38	38	1	1	36	35	10	15	2	1	2	0	0	2	3	1	4	3
Planococcus sp. Y42	4	0	1	6	5	6	208	179	0	1	0	2	1	6	59	69	0	0	0	0	121	119	73	67	0	0	52	38	22	34	0	1	1	2	2	0	0	1	1	0
Planococcus versutus	3	7	10	8	3	5	66	83	48	31	1	1	3	7	34	41	0	2	2	0	55	57	37	38	1	0	31	25	24	17	0	3	1	0	1	2	2	0	1	3
Planococcus rifietoensis	2	3	0	2	1	1	116	107	0	0	2	0	16	4	80	67	0	1	1	0	106	121	77	91	1	0	43	54	41	15	0	0	0	0	0	0	1	0	0	0
Planococcus donghaensis	1	1	5	7	9	4	43	42	2	6	0	1	17	24	48	29	1	3	0	1	68	87	53	57	0	1	54	36	16	9	2	0	0	2	1	2	0	1	1	2
Solibacillus silvestris	8	11	26	33	3	7	226	201	10	6	0	2	15	14	48	59	1	1	2	6	131	113	56	68	1	2	69	56	21	28	3	2	3	2	4	4	0	1	1	0
Solibacillus sp. R5-41	5	4	8	5	5	4	127	108	22	8	2	4	5	9	47	38	2	1	4	3	46	68	44	27	4	0	29	29	16	21	1	2	2	3	4	6	3	2	2	1
Rummeliibacillus stabekisii	8	17	11	13	8	5	114	114	4	6	18	17	24	15	27	25	11	28	3	2	51	48	48	29	3	1	23	23	17	12	11	13	6	12	8	4	0	0	13	7
Kurthia sp. 11kri321	3	4	9	13	6	10	397	334	18	12	1	0	8	13	29	20	0	0	0	0	58	22	14	11	2	2	24	24	14	10	1	3	0	4	1	1	0	2	3	0
Kurthia zopfii	2	4	5	3	42	41	146	101	6	5	2	1	17	17	42	49	3	5	1	0	77	73	49	52	0	2	46	37	18	13	0	0	2	1	0	2	3	1	2	1
Paenisporosarcina antarctica	4	8	6	6	7	10	186	177	7	15	2	4	9	8	36	36	3	1	4	3	73	39	51	42	1	2	21	10	3	16	0	2	2	3	1	7	1	2	0	3
Ureibacillus thermosphaericus	2	6	10	13	16	18	162	138	9	13	2	1	7	6	75	128	4	3	1	0	199	176	138	126	1	4	105	135	44	49	2	0	3	5	5	4	0	2	0	2
Jeotgalibacillus malaysiensis	1	1	5	6	9	4	79	76	18	26	2	1	7	6	64	46	1	2	0	1	109	60	56	49	1	1	43	17	22	16	3	1	1	2	1	2	0	0	2	2
Paenibacillus polymyxa	9	11	10	20	58	58	363	291	5	7	5	1	33	17	86	94	5	5	6	4	121	125	77	53	5	4	79	58	33	28	3	3	6	8	8	8	5	3	2	2
Paenibacillus bovis	8	1	2	3	39	36	387	366	8	14	0	1	9	5	52	53	0	1	1	1	77	79	50	55	0	3	40	39	20	11	1	0	1	1	3	0	0	1	0	2
Paenibacillus crassostreae	6	5	2	6	23	37	103	90	16	11	1	1	4	6	28	23	4	2	1	2	55	68	41	39	2	3	28	21	25	10	1	6	7	3	12	1	1	5	7	7
Paenibacillus larvae	6	3	7	4	37	21	281	241	12	12	0	0	15	11	80	92	3	0	1	2	102	75	56	51	1	4	49	57	22	22	2	2	1	1	4	5	0	1	0	1
Paenibacillus durus	4	2	6	16	14	15	404	407	8	13	3	1	30	23	87	97	1	1	2	3	164	178	115	121	2	2	65	90	32	36	3	4	1	5	0	5	1	1	0	0
Paenibacillus mucilaginosus	4	3	15	11	22	13	548	563	15	22	1	1	24	23	256	215	1	0	0	0	290	305	183	187	2	1	142	118	72	56	7	4	0	2	1	1	0	1	0	0
Paenibacillus sp. IHBB 10380	4	5	4	6	8	9	291	283	1	4	5	1	4	7	36	28	3	3	1	2	48	48	36	31	2	0	33	25	12	14	0	1	3	1	3	2	0	1	1	0
Paenibacillus baekrokdamisoli	4	2	5	10	9	6	149	163	11	22	0	0	21	21	38	80	1	0	3	1	88	63	76	77	3	1	29	40	13	14	0	2	0	0	2	2	1	0	0	1
Paenibacillus lentus	4	3	9	8	12	10	81	68	8	4	2	0	2	8	46	46	2	0	2	2	90	67	46	60	0	2	44	33	18	19	1	3	2	1	0	6	0	0	0	0
Paenibacillus sp. 32O-W	3	1	12	10	1	1	238	236	7	2	1	1	7	6	415	394	0	0	0	1	546	472	364	348	0	0	212	251	114	127	0	0	5	2	0	2	0	0	0	0
Paenibacillus sp. Y412MC10	3	6	6	1	2	0	44	36	5	1	0	0	1	2	30	29	0	0	0	0	63	77	27	39	0	0	21	27	10	18	0	0	1	0	0	1	0	1	0	1
Paenibacillus donghaensis	3	4	1	7	22	16	260	215	14	3	0	1	44	30	60	76	2	2	2	2	108	86	46	48	3	0	34	38	26	23	0	3	3	1	3	3	1	4	0	2
Paenibacillus sp. IHB B 3084	3	2	2	0	2	2	73	78	2	1	0	1	3	1	17	31	2	0	3	0	46	38	25	15	2	1	20	22	8	5	2	0	0	2	1	4	0	0	0	1
Paenibacillus swuensis	2	0	2	1	38	36	88	76	0	0	2	1	12	2	70	55	0	2	1	0	119	141	58	73	0	0	67	55	28	21	0	0	0	0	1	0	0	2	0	0
Paenibacillus beijingensis	2	3	0	1	11	7	221	254	4	6	0	1	18	29	200	191	0	0	1	2	272	318	178	151	0	0	125	146	72	75	2	1	0	1	1	0	0	0	0	1
Paenibacillus lautus	2	2	1	2	1	3	38	41	1	2	0	1	2	10	54	43	0	0	1	0	62	53	40	21	0	0	36	28	5	18	2	1	0	1	0	0	0	0	2	0
Paenibacillus physcomitrellae	2	0	11	11	5	6	121	97	2	2	1	1	5	3	78	71	1	0	0	0	77	70	44	49	0	1	41	29	18	13	0	1	0	0	0	2	0	0	1	0
Paenibacillus sp. FSL P4-0081	2	6	0	0	1	6	34	47	0	0	0	0	4	3	32	27	0	0	0	2	44	53	25	15	2	1	23	18	9	19	0	0	1	3	0	1	1	2	1	1
Paenibacillus sp. FSL R7-0273	2	1	2	0	14	9	151	151	0	0	1	1	5	4	38	34	1	2	2	1	52	60	31	38	0	1	31	20	5	10	1	0	0	4	2	3	0	0	0	0
Paenibacillus glucanolyticus	2	3	0	1	3	2	109	76	0	0	1	0	2	0	71	48	1	0	0	3	91	95	86	47	0	0	56	45	20	22	0	0	1	3	0	1	1	0	0	1
Paenibacillus sp. BIHB4019	2	3	3	1	41	25	49	48	23	19	2	0	5	4	72	60	0	3	0	2	84	75	49	38	2	0	33	49	27	15	3	3	2	1	1	2	0	0	0	0
Paenibacillus graminis	2	0	2	0	2	8	273	254	2	1	1	2	9	24	66	83	0	1	3	0	91	100	71	73	1	0	43	39	14	20	2	1	2	3	1	0	0	2	1	0
Paenibacillus riograndensis	2	1	5	4	31	38	20	14	6	0	1	1	2	10	50	19	0	1	0	1	53	57	34	27	1	0	29	26	8	18	0	0	0	0	1	4	1	3	1	1
Paenibacillus terrae	2	0	10	1	35	41	23	10	2	1	1	1	1	1	23	27	0	0	1	0	37	44	48	31	1	1	23	34	25	9	0	0	1	0	4	2	0	0	0	1
Paenibacillus sp. MBLB1234	2	11	5	12	13	18	238	222	4	7	1	4	7	1	59	36	1	4	3	2	69	82	48	47	3	0	22	18	8	9	3	3	0	0	3	5	4	1	2	4
Paenibacillus sp. 18JY67-1	2	4	5	6	27	34	234	209	12	11	0	0	26	19	63	68	2	0	3	0	99	91	55	55	1	0	50	42	34	23	0	1	1	0	2	0	0	2	0	0
Paenibacillus yonginensis	1	0	3	3	8	2	198	188	2	1	0	0	4	0	110	82	0	0	2	1	106	150	110	71	0	1	59	51	31	22	2	1	2	4	1	0	0	0	0	0
Paenibacillus ihbetae	1	1	5	4	46	27	111	84	2	1	0	0	13	13	83	81	0	2	1	1	137	92	83	91	1	0	50	50	42	28	0	0	0	0	0	0	0	0	0	0
Paenibacillus sp. RUD330	1	0	7	8	9	5	150	113	0	2	0	0	12	9	101	96	0	0	0	0	145	168	106	91	0	3	57	70	42	29	0	0	2	0	1	2	0	1	0	0
Paenibacillus sp. DCT19	1	3	2	5	26	24	149	119	13	7	2	3	5	5	49	41	1	4	2	0	53	82	59	50	0	3	40	14	13	6	2	0	0	1	0	2	3	0	2	0
Paenibacillus sp. FSL H7-0737	1	2	1	8	15	31	50	39	11	5	0	1	21	13	10	13	0	1	1	3	8	5	15	10	0	1	4	3	13	8	0	0	0	1	2	3	0	0	0	2
Paenibacillus sp. FSL R7-0331	1	2	1	5	11	13	306	293	6	2	1	2	10	10	51	28	1	2	1	0	74	59	43	27	0	0	29	26	12	10	1	0	3	0	1	0	1	1	1	0
Paenibacillus sp. FSL R5-0912	1	2	1	5	4	4	168	179	5	4	1	1	3	9	22	28	1	0	1	0	34	37	18	24	0	1	13	13	6	4	1	0	0	1	2	3	0	1	0	0
Paenibacillus sp. FSL R5-0345	1	1	3	1	35	33	107	103	2	2	0	0	4	10	12	10	0	0	4	0	9	6	13	5	0	2	2	4	80	36	2	2	0	0	1	6	0	1	1	0
Paenibacillus sp. CAA11	1	2	2	4	49	50	216	215	5	2	1	0	13	13	37	37	1	0	1	2	51	35	24	28	1	2	18	23	16	6	1	1	0	1	0	1	0	1	1	1
Paenibacillus xylanexedens	1	1	3	2	3	0	148	172	28	21	0	2	24	16	33	45	2	1	0	4	86	75	55	47	0	2	41	19	16	14	0	2	2	0	0	1	1	1	1	0
Paenibacillus sabinae	1	0	4	3	24	15	298	312	3	4	0	0	14	5	110	147	0	1	0	0	173	163	101	73	0	1	75	44	32	36	0	0	1	2	0	0	0	1	0	1
Paenibacillus sp. FSL H7-0357	1	1	7	4	21	36	124	138	0	2	0	2	6	12	42	45	0	0	1	0	49	55	25	27	1	0	34	17	18	17	0	2	0	5	5	1	2	1	0	0
Paenibacillus odorifer	1	5	7	7	20	15	229	240	4	8	4	2	16	11	43	79	2	1	1	1	106	82	53	68	2	4	40	48	15	9	1	0	0	1	1	8	1	4	2	3
Paenibacillus stellifer	1	5	8	9	27	18	417	386	1	7	0	0	15	14	105	80	0	2	1	1	146	137	75	73	1	0	57	55	34	20	1	0	0	1	0	3	0	1	1	1
Paenibacillus naphthalenovorans	1	4	7	7	4	8	300	251	10	3	0	0	24	28	231	198	0	1	0	1	322	313	178	212	2	1	143	127	69	74	1	1	1	0	2	1	1	0	1	1
Paenibacillus chitinolyticus	1	3	9	7	3	5	61	84	1	3	1	0	8	6	135	125	0	0	2	3	199	164	118	131	1	3	98	72	45	43	0	0	3	1	1	2	2	0	0	4
Paenibacillus borealis	1	2	11	6	7	9	150	162	2	1	0	2	12	10	37	39	1	0	0	3	59	34	26	29	3	0	11	34	9	21	0	0	0	1	0	0	0	1	1	1
Brevibacillus agri	12	3	6	1	26	22	235	213	2	5	0	0	10	7	289	294	1	0	0	1	406	389	297	242	0	0	160	199	97	96	2	0	1	0	1	0	1	1	2	0
Brevibacillus laterosporus	8	6	9	17	17	11	310	299	27	30	2	3	42	46	64	75	2	1	3	4	103	79	74	62	3	6	43	54	20	11	4	4	9	6	11	10	1	3	2	3
Brevibacillus brevis	6	7	17	12	82	55	312	257	29	29	2	4	41	41	147	110	2	4	4	2	281	234	131	132	3	0	121	105	78	46	3	2	3	2	7	2	1	4	2	2
Brevibacillus formosus	3	0	0	3	0	1	79	77	3	0	1	0	0	0	17	30	1	0	0	1	43	35	18	15	0	0	25	16	8	7	0	0	1	0	0	1	0	0	0	0
Brevibacillus sp. SCSIO 07484	1	1	2	3	13	10	74	87	6	6	3	2	17	24	802	756	0	0	1	2	1045	1081	698	646	2	1	493	504	247	222	2	2	7	3	0	0	0	0	1	0
Aneurinibacillus sp. XH2	3	0	8	12	78	64	125	121	2	1	1	0	19	36	237	213	1	0	1	0	300	335	221	198	1	1	190	147	74	70	2	0	4	1	1	6	1	1	3	0
Aneurinibacillus soli	1	0	4	3	32	34	109	98	6	3	0	0	7	2	80	61	0	1	2	4	120	139	72	72	3	1	70	68	24	28	0	0	3	2	2	2	0	0	3	2
Cohnella sp. HS21	3	4	7	4	7	6	220	208	4	4	0	0	11	6	25	21	3	1	0	3	43	61	37	31	2	1	22	27	17	17	0	0	0	3	1	1	2	0	0	2
Thermobacillus composti	1	4	7	3	4	6	239	265	5	9	0	0	28	17	659	579	0	1	0	0	923	805	573	559	4	0	346	360	191	195	0	3	4	9	1	2	0	0	0	0
Gemella morbillorum	25	29	21	23	64	47	1649	1638	16	19	0	1	21	21	12	9	4	1	3	3	29	23	29	37	0	1	12	19	12	2	4	4	4	5	2	10	0	2	1	4
Gemella sp. oral taxon 928	3	0	12	8	443	398	1071	1058	0	1	0	0	38	64	0	0	0	0	0	0	4	0	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Gemella haemolysans	2	7	25	26	22	19	4409	4233	534	453	1	2	48	63	21	24	2	3	3	0	67	64	56	37	4	1	53	38	0	13	1	1	7	1	6	6	1	2	4	0
Exiguobacterium sp. N4-1P	3	0	8	2	8	4	107	99	8	6	0	1	8	8	63	51	0	0	0	1	89	110	78	57	0	0	31	57	26	17	0	0	0	1	2	0	1	1	0	0
Exiguobacterium sibiricum	2	2	9	0	4	5	46	65	1	3	0	1	7	4	56	38	0	0	1	1	63	75	39	38	1	0	37	35	9	16	1	0	1	1	3	5	0	0	0	0
Exiguobacterium sp. AT1b	2	1	1	3	10	4	68	81	1	2	0	0	14	22	91	86	0	0	0	1	112	104	86	103	0	0	51	35	16	14	0	0	2	1	0	0	0	0	0	0
Exiguobacterium sp. MH3	2	1	0	2	28	29	47	48	0	0	1	1	2	5	124	136	0	0	0	0	57	60	37	27	1	0	11	27	1	8	0	0	0	0	2	1	1	0	0	0
Exiguobacterium sp. ZWU0009	1	1	0	0	1	0	4	3	1	0	0	0	0	2	7	15	0	0	1	1	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Listeria monocytogenes	15	12	38	42	46	50	439	448	21	33	4	8	53	47	45	61	4	3	5	9	95	70	32	32	5	4	40	37	28	30	2	6	7	11	9	10	3	4	2	7
Listeria ivanovii	7	1	7	18	17	21	164	171	5	4	0	2	23	26	36	33	0	1	1	3	52	47	43	27	1	3	26	21	20	16	2	1	3	2	2	6	1	1	4	3
Listeria grayi	3	3	6	2	4	5	78	72	3	4	0	2	11	12	28	41	1	3	0	0	64	52	30	39	0	1	30	46	12	23	0	3	1	0	0	1	1	0	0	2
Listeria seeligeri	2	3	8	4	32	32	93	82	15	8	1	4	10	17	29	34	0	0	0	0	53	45	46	25	1	3	26	32	6	17	2	0	1	2	1	3	1	1	0	2
Listeria innocua	2	3	5	5	33	25	136	137	17	8	1	2	13	7	35	32	1	1	0	0	53	55	15	17	1	1	22	8	14	16	1	1	0	2	1	5	1	3	0	2
Listeria welshimeri	1	2	11	17	53	50	85	84	1	1	2	2	3	4	14	23	2	1	0	0	12	23	26	21	3	1	6	12	5	10	1	1	0	3	3	4	0	3	0	0
Brochothrix thermosphacta	2	5	6	10	22	14	453	401	12	15	3	2	13	9	76	57	0	1	5	3	97	67	36	33	1	2	27	23	13	16	1	2	3	3	1	4	5	1	4	1
Tumebacillus avium	5	1	5	2	5	10	101	101	0	1	0	0	14	9	698	639	0	2	6	0	886	920	671	593	0	0	428	374	181	192	0	0	1	2	3	0	0	0	1	1
Tumebacillus algifaecis	1	0	2	0	2	1	99	126	2	2	0	0	22	15	245	237	4	0	0	0	311	351	231	211	1	1	156	152	79	75	0	2	2	3	0	1	0	0	0	0
Thermoactinomyces vulgaris	3	0	15	7	31	25	114	102	3	1	1	1	10	14	161	148	1	1	1	0	248	232	203	194	0	1	129	105	50	48	0	0	0	0	0	3	0	0	0	0
Novibacillus thermophilus	2	1	1	2	23	18	188	177	2	1	0	0	19	17	263	222	0	0	0	0	268	288	178	169	0	0	132	146	73	87	0	0	2	1	0	0	0	0	0	0
Thermoactinomycetaceae bacterium SCSIO 07575	1	0	0	2	4	4	54	70	0	0	0	0	2	2	240	250	0	0	1	0	305	293	188	190	0	1	120	125	61	91	0	0	1	1	0	0	0	0	0	1
Lactobacillus rhamnosus	95367	91772	11	4	55	54	3036788	2916558	2443	2266	3	10	15	7	20	22	2	1	1	1	37	37	12	16	1	3	26	11	25	19	2	3	0	1	33	8	4	4	3364	2845
Lactobacillus paracasei	1194	1078	12	21	10	8	46371	44367	10	5	2	0	469	476	1	3	0	4	0	1	2	2	1	10	2	1	3	6	3	4	1	0	1	1	0	1	0	0	87	63
Lactobacillus casei	27	37	10	9	24	31	2526	2333	10	6	1	2	28	21	27	8	0	1	1	1	25	30	9	17	0	1	9	10	11	2	0	0	1	2	0	1	2	1	1	7
Lactobacillus brevis	52	54	27	44	60	51	251	210	1	5	1	0	10	5	24	13	0	1	1	0	31	17	19	24	5	2	12	6	1	4	1	1	2	1	6	4	1	2	2	2
Lactobacillus fermentum	33	27	230	192	402	440	235	280	33	42	20	27	579	518	94	64	3	5	29	27	81	76	35	28	15	22	63	39	36	28	20	13	18	23	17	35	23	18	29	34
Lactobacillus plantarum	24	15	93	106	113	122	24457	23389	8	4	3	4	51	66	7	16	3	2	4	6	20	21	18	28	1	3	4	8	22	35	6	3	2	4	3	3	2	3	1	8
Lactobacillus kullabergensis	20	14	52	58	33	16	77	72	1	1	35	34	28	25	0	1	30	21	1	2	7	9	0	11	1	1	4	2	1	2	14	21	71	68	24	26	32	25	47	50
Lactobacillus salivarius	18	12	199	189	189	216	294	309	40	38	8	9	493	457	115	111	5	8	5	5	174	200	129	123	3	8	85	96	50	51	1	6	8	9	10	11	4	2	3	4
Lactobacillus sakei	17	14	33	44	10	3	321	312	12	8	2	2	15	26	34	33	0	2	1	3	44	37	18	27	2	3	22	13	26	32	1	2	0	1	5	4	1	0	0	1
Lactobacillus hokkaidonensis	12	5	24	16	24	16	685	783	1	4	3	3	6	12	10	9	1	0	1	0	15	10	9	1	0	0	9	2	6	6	1	1	1	0	1	1	0	2	2	2
Lactobacillus kefiranofaciens	6	2	190	135	13	5	228	252	1	0	2	1	3	4	1	8	0	2	1	3	5	9	3	7	2	2	3	6	3	2	1	3	1	0	1	0	0	0	0	1
Lactobacillus ginsenosidimutans	6	3	12	8	10	15	142	115	3	2	0	3	8	11	1	1	6	0	0	3	0	3	0	0	3	1	4	3	0	0	0	3	1	1	2	2	1	1	2	1
Lactobacillus bombi	6	1	6	3	60	56	31	35	1	1	0	2	19	17	9	4	2	0	1	3	19	13	6	3	0	3	3	5	3	3	1	0	0	0	4	3	1	0	0	2
Lactobacillus sp. HSLZ-75	6	3	10	5	6	2	33	32	2	2	0	0	10	5	12	11	0	0	0	0	6	17	9	12	0	1	5	5	0	1	1	2	0	0	0	1	0	1	0	1
Lactobacillus sanfranciscensis	5	3	6	8	20	29	99	116	3	4	0	2	9	11	3	2	2	4	1	2	2	0	2	0	2	1	3	0	0	0	0	2	1	2	1	2	2	2	0	3
Lactobacillus jensenii	5	9	29	35	152	170	172	133	15	8	0	1	5	6	1	5	3	3	0	2	6	11	3	12	1	5	12	6	0	0	0	7	1	1	1	5	2	2	1	1
Lactobacillus johnsonii	5	5	94	90	3313	3169	210	297	9	18	3	5	21	13	8	3	1	2	4	7	11	13	9	9	4	1	4	1	0	1	2	3	0	6	9	7	1	2	4	7
Lactobacillus helveticus	5	11	102	121	223	288	156	189	0	4	3	2	8	4	12	12	2	2	4	4	9	25	4	8	3	0	10	6	4	3	1	1	0	3	3	5	1	0	5	5
Lactobacillus amylovorus	5	3	253	311	25	22	407	344	17	7	1	2	18	12	6	3	0	1	3	4	12	7	10	5	0	2	8	7	2	3	1	4	2	4	0	3	0	1	3	1
Lactobacillus reuteri	5	10	201	222	194	158	622	581	33	50	0	4	51	59	28	35	3	7	4	1	32	38	37	29	3	3	31	14	8	13	1	2	3	3	5	9	2	3	2	6
Lactobacillus delbrueckii	5	8	15	23	69	64	340	348	11	6	1	1	12	26	17	18	1	0	0	1	15	19	22	19	0	0	11	3	2	0	0	0	1	4	3	1	0	1	0	0
Lactobacillus coryniformis	4	6	7	6	22	25	158	143	4	4	0	1	10	1	22	34	0	0	0	1	47	30	17	27	0	0	29	13	33	21	1	1	3	3	1	4	0	1	2	1
Lactobacillus pentosus	4	3	6	7	25	30	136	140	0	1	0	0	14	18	27	24	6	0	1	1	24	17	9	12	1	1	11	7	0	8	2	2	0	1	1	3	1	0	0	0
Lactobacillus acetotolerans	4	4	32	32	13	13	49	78	0	7	1	1	11	13	0	0	0	0	1	0	0	2	0	3	1	1	0	1	1	0	0	1	1	1	2	3	2	0	0	2
Lactobacillus oligofermentans	4	5	7	10	14	9	161	124	0	2	1	0	8	8	3	5	0	0	2	1	8	12	8	9	1	1	4	1	7	8	0	0	4	3	2	3	3	1	2	0
Lactobacillus curvatus	4	7	16	22	48	57	711	648	8	9	3	0	10	11	8	11	0	1	3	3	25	41	18	20	0	4	17	13	14	14	1	1	0	2	4	4	2	0	1	1
Lactobacillus sp. CBA3605	4	0	8	3	40	32	26	32	0	1	1	0	12	11	8	7	1	0	0	0	11	11	9	4	1	1	8	2	0	0	1	0	1	0	1	1	0	0	2	0
Lactobacillus alimentarius	3	4	5	8	31	44	38	26	0	1	0	2	7	15	4	3	0	3	4	2	5	4	4	0	1	0	0	2	6	0	0	2	0	3	1	4	1	1	1	0
Lactobacillus zymae	3	3	0	6	2	0	63	64	2	1	0	1	3	4	8	4	0	0	0	0	11	18	7	6	0	0	2	18	4	10	0	0	0	0	0	0	0	0	0	0
Lactobacillus acidophilus	3	9	449	547	5224	5039	203390	197949	8	7	4	3	58	56	2	4	0	1	1	1	51	58	7	1	0	5	13	19	0	2	2	1	3	2	2	1	0	1	2	1
Lactobacillus parabuchneri	3	6	8	1	25	8	31	35	2	4	0	1	17	26	0	2	0	0	1	1	7	1	3	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1
Lactobacillus fuchuensis	3	0	5	3	4	1	67	64	1	0	0	0	4	3	2	1	0	1	3	0	4	2	6	7	0	1	6	2	0	2	0	0	1	3	0	2	0	1	0	0
Lactobacillus terrae	2	6	8	4	7	10	71	69	4	5	1	0	7	4	21	18	1	0	1	2	15	9	15	16	1	1	4	5	4	0	2	5	1	2	3	4	1	1	0	0
Lactobacillus koreensis	2	1	2	4	0	2	22	21	0	0	1	0	3	1	19	4	0	0	0	1	12	12	4	11	0	0	8	4	6	4	0	0	2	2	1	0	0	0	0	1
Lactobacillus farciminis	2	3	6	10	11	5	53	48	3	4	0	1	5	8	6	6	3	0	3	0	5	8	6	3	0	0	2	0	2	3	0	0	1	1	2	2	1	2	0	3
Lactobacillus paracollinoides	2	4	13	11	27	35	362	326	2	0	1	1	8	5	14	1	1	2	0	0	17	15	5	12	1	0	6	2	1	5	1	0	0	0	0	3	0	3	0	2
Lactobacillus crustorum	2	2	10	12	2	1	133	134	1	0	2	3	9	4	2	4	0	0	4	3	3	5	1	0	1	1	0	4	1	2	1	1	3	0	3	2	1	2	3	2
Lactobacillus paragasseri	2	0	432	483	6444	6372	1	6	0	1	0	0	39	48	2	7	0	0	1	0	6	0	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Lactobacillus crispatus	2	0	222	259	8	22	95	101	7	18	2	0	58	64	23	17	3	2	9	4	48	46	24	43	0	1	86	92	13	12	0	2	2	3	1	2	1	2	0	1
Lactobacillus agilis	2	0	15	24	2	3	69	63	1	4	0	0	22	21	13	16	0	0	1	1	22	19	19	21	0	1	9	10	0	9	1	0	0	1	0	2	0	0	0	2
Lactobacillus curieae	1	1	5	12	8	17	138	117	13	6	0	0	26	18	4	8	0	1	1	2	14	3	9	5	0	0	3	4	1	0	1	0	0	0	0	0	1	0	1	1
Lactobacillus helsingborgensis	1	1	5	10	0	4	9	6	1	1	1	0	7	4	7	6	0	0	0	0	9	9	4	5	0	0	6	1	2	1	1	1	0	0	1	1	0	0	0	0
Lactobacillus mucosae	1	0	12	14	1011	1027	71	97	0	5	2	0	4	11	10	15	0	1	0	0	10	16	6	8	0	0	13	13	3	1	0	0	0	1	0	0	1	0	0	1
Lactobacillus sp. CBA3606	1	1	4	1	0	1	39	55	1	0	0	0	9	4	8	3	0	0	0	1	1	6	7	2	0	3	3	3	0	3	0	0	1	0	0	1	0	0	2	1
Lactobacillus kunkeei	1	3	6	11	4	3	30	46	1	0	0	0	6	14	2	4	0	1	0	0	11	4	6	1	0	2	5	6	0	3	0	1	1	1	2	0	0	2	0	1
Lactobacillus acidipiscis	1	4	5	9	83	77	86	86	2	2	0	2	8	10	6	15	0	1	4	0	18	18	16	4	0	2	11	5	0	5	0	1	0	3	0	1	1	0	0	0
